barcode	stain_status	id	accessURI	institutionCode	catalogNumber	recordedBy	year	month	day	verbatimEventDate	country	stateProvince	county	locality	identifiedBy	scientificName
00098163	unstained	http://n2t.net/ark:/65665/33f282aa2-2674-483a-be34-820d32b95761	http://n2t.net/ark:/65665/m3f018c626-c5a9-447f-91f7-171b19fe2d08	US	561154	E. O. Wooton	1904	8	4	04 Aug 1904	United States	New Mexico		Near Tiznitzin.		Malvastrum micranthum
00098177	unstained	http://n2t.net/ark:/65665/39c863608-e241-40d8-87da-9a7ea81e2a68	http://n2t.net/ark:/65665/m3378bbeb6-6d6f-4669-bc71-8f6cc235ecf8	US	1098047	E. Asplund	1921	6		-- Jun 1921	Bolivia			Challopata.		Nototriche agyna
00098190	unstained	http://n2t.net/ark:/65665/3b0816565-7c83-476c-ab02-666b32430006	http://n2t.net/ark:/65665/m39cf76e1b-1f3c-48b2-8534-56db6fc5906a	US	1474256	E. Werdermann	1926	4		-- Apr 1926	Chile	Tarapacá		Cordillera Volcan Tacora, Ancara.		Nototriche sarmentosa
00098282	unstained	http://n2t.net/ark:/65665/3f1b7b3af-f07a-4d1e-8903-1bc1206481d1	http://n2t.net/ark:/65665/m321ee9fda-3f40-45f1-8e4f-fe784666ff10	US	1205452	E. Seler	1895	10	12	12 Oct 1895	Mexico	Nuevo León		Monterrey, Cerro del Obispado.		Abutilon selerianum
00098310	unstained	http://n2t.net/ark:/65665/3ed1759fc-1b8e-4059-9e65-2a675b78b259	http://n2t.net/ark:/65665/m357d24c91-a500-4d53-9476-def0f2bd658e	US	533014	Herbert H. Smith				-- --- ----	Colombia					Wissadula fadyenii
00098314	unstained	http://n2t.net/ark:/65665/3cd9533ef-50eb-4321-8625-7db190aefc8b	http://n2t.net/ark:/65665/m3347748de-36da-4893-b852-99ca5637d2e2	US	474876	T. S. Brandegee	1904	9	30	30 Sep 1904	Mexico	Sinaloa		About Culiacan.		Wissadula incana
00098319	unstained	http://n2t.net/ark:/65665/33ad92a05-1ea6-4847-a00f-2a7e5cf9d32d	http://n2t.net/ark:/65665/m3f345369a-6d00-4f47-8375-bed98632e3ae	US	454200	J. N. Rose & J. S. Rose	1906	9	12	12 Sep 1906	Mexico	Puebla		Near Tehuacan.		Wissadula microcalyx
00098325	unstained	http://n2t.net/ark:/65665/3f13b1d87-2cb7-4e66-be48-7d93373408cb	http://n2t.net/ark:/65665/m31a43ddf2-7817-4dd8-ac29-025d1525fca5	US	1894688	P. C. Standley	1938	12	29	29 Dec 1938	Guatemala	Guatemala		Near Amatitlán.		Pseudabutilon inornatum
00098345	unstained	http://n2t.net/ark:/65665/34df2760b-ac8c-4d64-9cb6-bab20e41fc2e	http://n2t.net/ark:/65665/m32995fd88-88f9-4ad1-a3f4-c9558fdea24f	US	1566157	G. J. Harrison & T. H. Kearney	1932	10	23	23 Oct 1932	United States	Arizona	Santa Cruz	Along Sonita near Patagonia.		Sphaeralcea fendleri subsp. albescens
00098378	unstained	http://n2t.net/ark:/65665/3359221b1-420f-4ccf-9290-3c6c7017a595	http://n2t.net/ark:/65665/m34765c1d5-3ff1-43de-bf5c-ff04257b6aa2	US	1966681	A. C. Smith	1947	10	29	29 Oct 1947 to  06 Nov 1947	Fiji			Mathuata, summit of ridge of Mt. Numbuiloa, east of Lambasa. [Vanua Levu Group]		Trichospermum smithii
00098383	unstained	http://n2t.net/ark:/65665/3214db7c0-6d3d-469e-aaf3-7ea36d10cf21	http://n2t.net/ark:/65665/m3cf144b0e-3039-47e8-bec5-679d46f6f72f	US	1380873	E. Palmer	1880	8	19	19 Aug 1880 to  22 Aug 1880	Mexico			Caracol Mountains, 21 miles SE of Monclova.		Tilia coahuilana
00098394	unstained	http://n2t.net/ark:/65665/3feb7da3c-f3c6-48e2-8aae-331cefe9a386	http://n2t.net/ark:/65665/m3d7527404-bbcc-47fd-bb0c-a1ece97616fe	US	2925596	K. Laughlin	1971	6	29	29 Jun 1971	United States	Arkansas		Hot Springs, Whittington Park.		Tilia relicta
00098395	unstained	http://n2t.net/ark:/65665/36339d729-15c3-4f03-b4dd-4d3a239d388e	http://n2t.net/ark:/65665/m3bcf11a51-19ab-4aa2-8fee-8fd8ad9c73fb	US	462281	C. G. Pringle	1906	7	30	30 Jul 1906	Mexico	Morelos		Above Cuernavaca		Tilia sargentiana
00098405	unstained	http://n2t.net/ark:/65665/32ee10bfa-5733-4f72-aa4c-fef10bcce397	http://n2t.net/ark:/65665/m39fa39bea-03c6-4cab-8f28-babd2f2929f1	US	1050863	M. Ramos	1916	2		-- Feb 1916	Philippines			Catubig River.		Grewia inflexa
00098411	unstained	http://n2t.net/ark:/65665/303a9c6fa-d19b-41db-90f7-e8f0650c3332	http://n2t.net/ark:/65665/m37a5bbead-22b2-46b6-abb9-612f7810c071	US	894732	A. D. E. Elmer	1912	10		-- Oct 1912	Philippines	Agusan del Norte		Cabadbaran.		Grewia pyriformis
00098420	unstained	http://n2t.net/ark:/65665/3b54bd5ac-594e-411d-be4d-41c02f2caa51	http://n2t.net/ark:/65665/m30d06815b-7a25-4ada-8a78-658b142d6803	US	715673	H. F. Pittier	1911	12		December, 1911, and January, 1912	Panama	Chiriquí		Remedios & vicinity, eastern Chiriqui		Goethalsia isthmica
00098422	unstained	http://n2t.net/ark:/65665/3859f2df6-102c-4613-8719-c5246ce5ff85	http://n2t.net/ark:/65665/m38cea94ac-465d-4c8d-9825-c0f9d634d1e2	US	1851235	J. Cuatrecasas	1941	11	18	18 Nov 1941	Colombia	Norte de Santander		Region Delsarare, Hoya del Rio Cubugon, Vertientes de El Carano.		Belotia colombiana
00098430	unstained	http://n2t.net/ark:/65665/3fcb705be-fda2-4b5e-9475-a00dc648b018	http://n2t.net/ark:/65665/m34de84e91-ceb6-4eb4-a0ae-2a1e3e464fa3	US	707544	R. S. Williams	1904	10	18	18 Oct 1904	Philippines	Benguet		Itogon.		Triumfetta benguetensis
00098449	unstained	http://n2t.net/ark:/65665/31c252bd2-ab72-43a7-9f3f-ac5f4e5ecd63	http://n2t.net/ark:/65665/m3cf1f6e18-10cd-4f9c-9c93-46249abd77d2	US	1748617	Y. Mexia	1937	11	17	17 Nov 1937	Mexico	Guerrero		Sierra Madre del Sur, N of Rio Balsas, Temisco below ore mill.		Triumfetta mexiae
00098475	unstained	http://n2t.net/ark:/65665/370cf3a58-863b-4b21-bd32-f3fb9cd850f9	http://n2t.net/ark:/65665/m3a795a8e0-8c6c-4c49-9826-d6cf4e502a1b	US	13319	E. Palmer	1885	8		-- Aug 1885 to  -- Nov 1885	Mexico	Chihuahua		South-western Chihuahua.		Heliocarpus polyandrus
00098480	unstained	http://n2t.net/ark:/65665/395e76399-7121-49fa-b958-93bd114c395b	http://n2t.net/ark:/65665/m3b212b212-47e3-4828-b10a-7ec8cfa5a916	US	13310	C. G. Pringle	1888	11	8	08 Nov 1888 to  11 Dec 1888	Mexico	Jalisco		Guadalajara.		Heliocarpus reticulatus
00098498	unstained	http://n2t.net/ark:/65665/3f898a02f-21b2-40ae-a11b-0024dfb2f805	http://n2t.net/ark:/65665/m3666473ff-3a26-4aa7-88b5-5de2df0a7cd6	US	32953	M. Bang	1894	7	22	22 Jul 1894	Bolivia	La Paz		Coroico, Yungas.		Abutilon cyclonervosum
00098500	unstained	http://n2t.net/ark:/65665/32ca92875-9d55-4139-9f37-66c34c88cd28	http://n2t.net/ark:/65665/m30ff96459-2333-4bc8-a216-b2a89fe6183d	US	1699068	M. E. Jones	1930	11	19	19 Nov 1930	Mexico	Jalisco		Guadalajara; La Barranca.		Abutilon barrancae
00098519	unstained	http://n2t.net/ark:/65665/3e87425c6-fbe5-4d59-98ba-06ef79f7045b	http://n2t.net/ark:/65665/m352a28a92-4f19-44f4-acea-180048bea746	US	1378678	F. K. J. Vaupel	1905	8	30	30 Aug 1905	Western Samoa			[Western Samoa]		Elaeocarpus samoensis
00098526	unstained	http://n2t.net/ark:/65665/3636cccc4-9511-4979-82dd-83cb518289b9	http://n2t.net/ark:/65665/m3db8c66a5-f0d2-4a95-ae7f-6456809e2589	US	1943018	L. J. Brass	1933	5	27	27 May 1933	Papua New Guinea	Central		Mt. Tafa.		Elaeocarpus tafaensis
00098590	unstained	http://n2t.net/ark:/65665/398d63165-08ff-4be3-a044-bba3af642ca0	http://n2t.net/ark:/65665/m315ab5cbf-2d0d-48b1-b63f-13e613c32921	US	1808248	P. H. Allen	1939	5	21	21 May 1939	Panama	Coclé		Vicinity of el Valle.		Sloanea platyphylla
00098602	unstained	http://n2t.net/ark:/65665/306eb3f38-a43f-4d15-8c27-cfd901112b17	http://n2t.net/ark:/65665/m31b75deaf-55ef-4bff-a046-105a59203124	US	1380925	H. von Türckheim	1913	3		-- Mar 1913 and  -- May 1913	Guatemala	Alta Verapaz		Cubilquitz		Sloanea tuerckheimii
00098615	unstained	http://n2t.net/ark:/65665/35979d3c0-13eb-4e60-8350-c94cf0eaf7b0	http://n2t.net/ark:/65665/m3f679e601-c1a6-4619-87ed-83c3cec901b1	US	2494505	H. Perrier de la Bâthie	1924	2		-- Feb 1924	Madagascar			Lohavanana vicinity, Mangoro River.		Rhodolaena echinata
00098623	unstained	http://n2t.net/ark:/65665/3d40b6ca9-49f0-4efb-adc1-3497bcdd9785	http://n2t.net/ark:/65665/m3dd11f350-bbf2-4696-b095-3b1b56db810d	US	2605617	A. D. E. Elmer	1922	10		-- Oct 1922 to  -- Mar 1923	Malaysia	Sabah		Tawao, Elphinstone Province.		Brownlowia elmeri
00098645	unstained	http://n2t.net/ark:/65665/3121996e7-bb8b-4dac-9630-03095941978b	http://n2t.net/ark:/65665/m3aaadc4d6-1388-4125-bb7e-518f117d9a3b	US	710779	E. D. Merrill	1906	11		-- Nov 1906	Philippines			Binabay River.		Unona mindorensis
00098651	unstained	http://n2t.net/ark:/65665/33765caba-d05f-4e4b-88ae-339a8d91ae7c	http://n2t.net/ark:/65665/m334aa1a82-1ca1-4283-b577-b2830ce5ab77	US	1757938	J. B. L. Pierre	1870	4		-- Apr 1870	Cambodia			Kwang Repen, Tpong.		Unona velutina
00098654	unstained	http://n2t.net/ark:/65665/342d5ae60-7ffd-4757-b280-9f74174a69df	http://n2t.net/ark:/65665/m3db342e3b-5d1b-446c-9b8e-51233e3b3017	US	2128585	T. G. Yuncker	1953	6	1	01 Jun 1953	Tonga			Tongatapu.		Polyalthia amicorum
00098657	unstained	http://n2t.net/ark:/65665/3f6a7a69c-b13b-4185-84ac-15463324b40d	http://n2t.net/ark:/65665/m314ad6b70-4514-4de1-bdbe-92845cf75db2	US	851143	P. Barnes	1904	3		-- Mar 1904	Philippines	Bataan		Lamao River, Prov. of Bataan		Polyalthia barnesii
00098671	unstained	http://n2t.net/ark:/65665/3e7ccaf1e-72ec-4967-b600-ca063768b31a	http://n2t.net/ark:/65665/m3c223bf8a-d99a-43fa-8045-0d80840f0d5b	US	628521	H. N. Whitford	1906	2	23	23 Feb 1906	Philippines			Bongabong River.		Unona merrittii
00098676	unstained	http://n2t.net/ark:/65665/30cdf8ece-49a4-4a7d-9da0-883c8c0520ac	http://n2t.net/ark:/65665/m37c2047a3-6bf3-489c-ba5a-d9f90f702361	US	1051192	A. D. E. Elmer	1912	8		-- Aug 1912	Philippines	Agusan del Norte		Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao		Polyalthia pinnatinervia
00098687	unstained	http://n2t.net/ark:/65665/3e7fd208b-0f6b-4f2d-9ed5-b8d869ce6457	http://n2t.net/ark:/65665/m3c14e248a-2842-474a-b848-9f5fe2d640f5	US	1292530	M. Ramos	1923	8		-- Aug 1923 to  -- Oct 1923	Philippines					Papualthia boholensis
00098690	unstained	http://n2t.net/ark:/65665/3b1a9404c-bd4d-45bf-9e5c-0628ac19aed1	http://n2t.net/ark:/65665/m314fc356a-ff61-42b6-a9ea-a756642863d0	US	653749	H. Costenoble	1906	6		-- Jun 1906	Guam			Pago road, E side of island.		Papualthia mariannae
00098706	unstained	http://n2t.net/ark:/65665/3157a37ca-e49b-4599-b2a0-71518886f0c6	http://n2t.net/ark:/65665/m34ca33c0b-8748-4d6a-92a2-966041648aae	US	1290925	M. Ramos	1920	9		-- Sep 1920 to  -- Dec 1920	Malaysia	Sabah		Sandakan & vicinity.		Phaeanthus impressinervius
00098723	unstained	http://n2t.net/ark:/65665/3f5a8d231-818d-432a-ac35-36ff5a666f26	http://n2t.net/ark:/65665/m30e23f7f9-47d5-4040-9972-304237c79741	US	904881	A. D. E. Elmer	1911	4		-- Apr 1911	Philippines			Puerto Princesa (Mt. Pulgar), province of Palawan.		Orophea submaculata
00098747	unstained	http://n2t.net/ark:/65665/387f5a53d-4c43-4e5e-bd26-e6b62dbbe48a	http://n2t.net/ark:/65665/m34ec87901-e82d-4c2e-ab6f-6c00026348b5	US	707876	R. S. Williams	1905	3	3	03 Mar 1905	Philippines	Zamboanga		Sax River.		Mitrephora williamsii
00098773	unstained	http://n2t.net/ark:/65665/38ac5330e-a9f1-4398-b84d-3772991480dc	http://n2t.net/ark:/65665/m327666aea-746a-4eaf-b854-c3e96366d911	US	2815539	J. Cuatrecasas	1944	2	24	24 Feb 1944	Colombia	Valle del Cauca		Rio Calima, La Tojita.		Xylopia columbiana
00098774	unstained	http://n2t.net/ark:/65665/318ae5615-0f5e-47e0-98ae-607bd41d843d	http://n2t.net/ark:/65665/m3a25971d4-7c11-4871-9148-28f6e7a9d5a4	US	1455954	G. Klug	1930	2		-- Feb 1930 to  -- Mar 1930	Peru	Loreto		Mishuyacu, near Iquitos.		Xylopia conjungens
00098776	unstained	http://n2t.net/ark:/65665/30158d542-d24d-41da-a0c0-61ad80a6c875	http://n2t.net/ark:/65665/m36f474b6e-efc4-47c8-b13c-0eaec90575c3	US	779934	A. D. E. Elmer	1910	5		-- May 1910	Philippines	Romblon		Magallanes, Mt. Giting-Giting.		Xylopia densifolia
00098777	unstained	http://n2t.net/ark:/65665/30c3a5da8-4733-4365-bfd4-0db0dba8d3a3	http://n2t.net/ark:/65665/m37c6cda27-0fe5-4fa5-8836-ae1b99b01b39	US	2198953	R. E. Schultes	1952	11	5	05 Nov 1952	Colombia	Vaupés		Rio Negro, San Felipe and vicinity.		Xylopia gigantophylla
00098778	unstained	http://n2t.net/ark:/65665/3a129159a-69c1-46c7-938c-bfd35fb461cd	http://n2t.net/ark:/65665/m32d153583-11d5-4fcd-88d3-59b0bf3601a6	US	1120305	A. Jahn	1921	9	18	18 Sep 1921	Venezuela	Mérida		El Vigia.		Xylopia meridensis
00098786	unstained	http://n2t.net/ark:/65665/3261d3389-050f-4953-ab1d-47df4a05e225	http://n2t.net/ark:/65665/m3686ca6bd-2ed0-478d-8e46-c31bfb029704	US	2215883	P. C. Allen	1951	2	5	05 Feb 1951	Costa Rica	Puntarenas		Hills near delta of Rio Esquinas, region between Rio Esquinas and Palmar Sur de Osa.		Xylopia sericophylla
00098851	unstained	http://n2t.net/ark:/65665/386221ac9-7a4c-4902-b6e6-1038f839b7b7	http://n2t.net/ark:/65665/m3e5a7ca4e-5315-49ae-969f-2090351e6b9e	US	2220743	J. Cuatrecasas	1943	2	25	25 Feb 1943	Colombia	Cauca		Costa del Pacifico, Rio Micay, en Guayabal.		Compsoneura cuatrecasasii
00098900	unstained	http://n2t.net/ark:/65665/3763a562e-2a3e-480c-847f-22a8df48fc09	http://n2t.net/ark:/65665/m389f9987b-3d3b-4e1e-a022-2401913c315a	US	2499472	A. Arostegui	1963	8	20	20 Aug 1963	Peru	Loreto	Maynas	Rio Mazan, Mazan Dist.		Virola kukachkana
00098908	unstained	http://n2t.net/ark:/65665/35f0403d7-5c6a-4fee-80b5-fe19ff310458	http://n2t.net/ark:/65665/m3f2516f9a-531d-4188-92af-f16fc9b488a0	US	1592966	A. Lawrance	1933	3	15	15 Mar 1933	Colombia	Boyacá		130 M-N [miles north?] of Bogota.	Muriel M., Priscilla, AAU	Virola macrocarpa
00098923	unstained	http://n2t.net/ark:/65665/362c1a4ff-156a-4802-acfe-e18bca8ce184	http://n2t.net/ark:/65665/m341c1d454-0e16-4e2b-8a7c-5a827f1d858d	US	437182	E. D. Merrill	1903	5		-- May 1903	Philippines			Polo.		Horsfieldia merrillii
00098972	unstained	http://n2t.net/ark:/65665/3b34dc776-7b20-4050-9b40-e05218248c8a	http://n2t.net/ark:/65665/m3cae3ac33-ce5c-4e6c-83c3-81c5a8a15e25	US	1570780	Ll. Williams	1929	10		-- Oct 1929 to  -- Nov 1929	Peru	Loreto		Lower Rio Huallaga.		Mollinedia casca
00098995	unstained	http://n2t.net/ark:/65665/346b029be-9df9-4166-a186-5119c485d61a	http://n2t.net/ark:/65665/m3caed3a27-7611-4632-94c1-a5883890650d	US	1932091	J. A. Steyermark	1944	11	10	10 Nov 1944 to  11 Nov 1944	Venezuela	Bolivar		Ptari-tepui.		Mollinedia ptariensis
00099011	unstained	http://n2t.net/ark:/65665/35b21fa82-799c-47df-a13b-5de3cf2f28f5	http://n2t.net/ark:/65665/m3b1f73d31-4ae9-427a-b944-c0d9b246c45f	US	2409236	L. J. Brass	1956	10	14	14 Oct 1956	Papua New Guinea	Milne Bay		S slope of Mt. Rossel, Misima. [Louisade Arch.]		Kibara rosselensis
00099022	unstained	http://n2t.net/ark:/65665/36a3857c3-e8b9-4d24-b877-52ceda615d5b	http://n2t.net/ark:/65665/m3556658da-d746-4e92-9312-19b449b63bfb	US	1406603	A. Fendler	1850	3	1	01 Mar 1850	Panama			Chagres.		Siparuna cauliflora
00099036	unstained	http://n2t.net/ark:/65665/3f5ab04df-ee95-46e4-a1b6-132e2a945166	http://n2t.net/ark:/65665/m3b1f4c668-bf03-46ef-9a61-733c781de9fc	US	1773486	J. Cuatrecasas	1938	11	9	09 Nov 1938	Colombia	Meta		Villa Vicencia.		Siparuna geniculata
00099040	unstained	http://n2t.net/ark:/65665/3b5d23fb8-cb80-4c94-9f72-2656fec8d754	http://n2t.net/ark:/65665/m3eff4e850-2ceb-4632-8260-af0b261e2937	US	1041518	H. H. Rusby & F. W. Pennell	1917	8	1	01 Aug 1917 to  08 Aug 1917	Colombia	Huila		E of  Neiva.		Siparuna huilensis
00099042	unstained	http://n2t.net/ark:/65665/34d8e8ca1-1439-420d-a7a2-733ab5c5fd84	http://n2t.net/ark:/65665/m3e3855b2c-ae19-4edc-9330-60beed64bfa7	US	2026030	J. M. Idrobo & R. E. Schultes	1950	12	30	30 Dec 1950 to  05 Jan 1951	Colombia	Meta		Cordillera la Macarena (extreme NE), Macizo Renjifo, Faldas Orientales		Siparuna idroboi
00099053	unstained	http://n2t.net/ark:/65665/3a440fbc2-3b83-4c5c-bc19-6d892f24af84	http://n2t.net/ark:/65665/m3cc8fbeed-60f2-4ea6-b1ed-b93092069af6	US	200632	M. Bang	1890	11		-- Nov 1890	Bolivia			Songo.		Siparuna nigra
00099063	unstained	http://n2t.net/ark:/65665/3e7ee183b-56da-4672-8a17-d268f5d3ac35	http://n2t.net/ark:/65665/m351c28ecf-eec4-4325-a5e4-bbd43cda676e	US	2486562	J. A. Steyermark	1961	8	24	24 Aug 1961	Venezuela	Bolivar		Sierra de Lema.		Siparuna sancheziana
00099088	unstained	http://n2t.net/ark:/65665/375a45fd3-e182-4e01-8732-7659a1453c60	http://n2t.net/ark:/65665/m38475ef1e-cd89-41a1-8bdb-244d3ec83c24	US	1675135	N. K. Chun & C. Tso	1932			-- --- 1932 to  -- --- 1933	China	Hainan		Alt. 1700 Ft.		Cinnamomum ovatum
00099119	unstained	http://n2t.net/ark:/65665/3546c6abf-2f9d-41b2-9f78-4c5794067014	http://n2t.net/ark:/65665/m3d525cadb-0eba-4a9e-a53d-177f160a4c8a	US	521486	W. H. Harris	1895	6	6	06 Jun 1895	Jamaica			Clydesdale.		Persea harrisii
00099123	unstained	http://n2t.net/ark:/65665/35310efcf-b93d-4952-bc69-13d38568a596	http://n2t.net/ark:/65665/m34e0b7488-4959-4072-9a5e-f1ec6ddf6b54	US	59670	P. Sintenis	1886	6	24	24 Jun 1886	Puerto Rico			Adjuntas, juxta flumen ad Junco.		Persea krugii
00099143	unstained	http://n2t.net/ark:/65665/321c8e1e3-b2ea-4721-b864-19c24a904402	http://n2t.net/ark:/65665/m3b1ec4db1-06e9-4765-b4ec-554f01927060	US	463966	C. A. Purpus	1911	5		-- May 1911	Mexico	San Luis Potosi		Bagre Ninas de San Rafael.		Persea purpusii
00099168	unstained	http://n2t.net/ark:/65665/3fe81465a-9aeb-44f6-b62a-9f96bfe11a84	http://n2t.net/ark:/65665/m32eaeeb9d-98dc-41ab-809b-f77e212dffcf	US	935818	E. T. Heyde & E. Lux	1892	4		-- Apr 1892	Guatemala	Quiché		El Jute.		Phoebe amplifolia
00099171	unstained	http://n2t.net/ark:/65665/3e3d037e4-81d9-42b1-b02d-4920ab42fb17	http://n2t.net/ark:/65665/m323266e85-c5aa-4f56-9006-0a53482a9ef5	US	1001263	Bro. G. Arsène	1909	4	11	11 Apr 1909	Mexico	Michoacán		Vicinity of Morelia, Rincon.		Phoebe arsenei
00099178	unstained	http://n2t.net/ark:/65665/31623c962-9f3b-4388-a675-51a6d66f9d77	http://n2t.net/ark:/65665/m30fdac736-0d2e-4d73-90cd-4964f1294dc8	US	2024136	I.M. Johnston	1945	4	11	11 Apr 1945	Panama	Panama		Ca. 55 mi SSE of  Balboa. [Perlas Arch.]		Phoebe johnstonii
00099206	unstained	http://n2t.net/ark:/65665/3b05e0ba4-6b2f-4871-b196-4d76c8926438	http://n2t.net/ark:/65665/m3ef505080-2598-45f7-bc02-96cdebf3d682	US	1065353	H. F. Pittier	1920	4	22	22 Apr 1920	Venezuela	Carabobo		Valencia.		Ocotea carabobensis
00099207	unstained	http://n2t.net/ark:/65665/3bc526022-406d-465c-b4b9-6b313c93ddc9	http://n2t.net/ark:/65665/m3fb51434e-1952-411f-9476-1b5f341efcaa	US	2443366	B. Maguire & C. K. Maguire	1953	3	2	02 Mar 1953	Venezuela	Amazonas		Cerro Coro-Coro, Serra Nuayutaje, Rio Manapiare.		Ocotea celiana
00099237	unstained	http://n2t.net/ark:/65665/3e73667ef-dd1a-4578-9628-93598d0dcfb0	http://n2t.net/ark:/65665/m3e2f04440-1fec-48da-948d-ca9e5ab04818	US	1820005	P. H. Allen	1938	12	8	08 Dec 1938	Panama	Coclé		El Valle.		Ocotea paulii
00099242	unstained	http://n2t.net/ark:/65665/35031edf4-b7ab-498c-bff2-9a71edaae56d	http://n2t.net/ark:/65665/m3db481fee-46ca-40dd-81dd-ee6063a3cb2f	US	799844	P. Sintenis	1885	8	28	28 Aug 1885	Puerto Rico			Sierra de Naguabo ad Rio Blanco		Ocotea portoricensis
00099245	unstained	http://n2t.net/ark:/65665/3ecb302fc-f7b7-4862-b2d8-5d86d5027e43	http://n2t.net/ark:/65665/m3f89ee91f-1391-4dfc-a05e-69c3ec2795f7	US	799762	M. Bang	1892	12		-- Dec 1892	Bolivia			Tipuani-Guanai.		Ocotea proboscidea
00099301	unstained	http://n2t.net/ark:/65665/37944dfea-bf38-4ea8-b3cf-d6b185b7aca5	http://n2t.net/ark:/65665/m3208bb5d1-4807-479e-aad9-b6588885bf1a	US	2497229	-. Tourane	1837	1		-- Jan 1837	Vietnam					Actinodaphne cochinchinensis
00099306	unstained	http://n2t.net/ark:/65665/3f5f8c4b3-72ce-4a95-805e-3eb2a8e980fb	http://n2t.net/ark:/65665/m353f835e7-f2b2-4e1d-8869-1546ded447b7	US	708282	H. N. Whitford	1906	2		-- Feb 1906	Philippines			Bongabong River.		Actinodaphne philippinensis
00099312	unstained	http://n2t.net/ark:/65665/3fadd9c41-19f3-40e6-8c50-6728266a2ae5	http://n2t.net/ark:/65665/m32f9a976c-33b2-4d6d-8ae6-bc16f104d5be	US	837635	M. Ramos	1914	4		-- Apr 1914	Philippines					Litsea ampla
00099313	unstained	http://n2t.net/ark:/65665/37abed11a-82a6-4497-9e34-5cf213a28708	http://n2t.net/ark:/65665/m35dfc2117-245c-43a4-87bf-699d780a49b9	US	1575738	S. Kajewski	1929	2	12	12 Feb 1929	Vanuatu			Anelgauhat Bay.		Litsea aneityensis
00099317	unstained	http://n2t.net/ark:/65665/3d5b9457b-195f-43c2-b398-e17e8186096c	http://n2t.net/ark:/65665/m324f3d738-0f83-4062-a6f0-ab060bbe3822	US	894788	A. D. E. Elmer	1912	10			Philippines	Agusan del Norte		Cabadbaran (Mt. Urdaneta), Province of Agusan		Litsea bicolor
00099318	unstained	http://n2t.net/ark:/65665/3adf505e6-69e8-4da9-a147-68b70d0ae0c6	http://n2t.net/ark:/65665/m3f0f677b6-792b-47fe-a66d-1b56d439448e	US	1236899	A. D. E. Elmer	1916	7		-- Jul 1916	Philippines	Sorsogon		Irosin, Mt. Bulusan	Kostermans, A. J. G. H.	Litsea bulusanensis
00099327	unstained	http://n2t.net/ark:/65665/38da19888-c7e1-4be2-9fbb-ea46b2c75863	http://n2t.net/ark:/65665/m3659d614f-cc03-49db-8797-64f68d71b5ad	US	903263	M. Ramos	1914	3		-- Mar 1914 to  -- Apr 1914	Philippines					Litsea dolichophylla
00099350	unstained	http://n2t.net/ark:/65665/36fe2fc8f-c9f7-4efa-bd27-a4285ec1e242	http://n2t.net/ark:/65665/m37c86c2b4-20ea-47a4-b444-b0a48994c71a	US	690185	H. Kunstler	1884	5		-- May 1884	Malaysia	Perak		Larut, Goping. [Malay Peninsula]		Litsea megacarpa
00099353	unstained	http://n2t.net/ark:/65665/3aa07ace3-0225-4a85-be1a-fa32e07e2f25	http://n2t.net/ark:/65665/m3d95d2669-10f3-4272-b3e5-bedb7efb1366	US	1965254	A. C. Smith	1947	5	14	14 May 1947	Fiji			Mba, slopes of Mt. Evans Range. [Viti Levu Group]		Litsea mellifera
00099367	unstained	http://n2t.net/ark:/65665/389a99aea-3a66-4d58-b0d8-bf575fbdbbee	http://n2t.net/ark:/65665/m30d95e13f-32a9-437c-bfd1-232f01f1de67	US	629330	M. Ramos	1909	4		-- Apr 1909	Philippines	Cagayan				Litsea quadrangularis
00099373	unstained	http://n2t.net/ark:/65665/344f5b83e-770a-4825-bf8e-26b4222d721f	http://n2t.net/ark:/65665/m3bb06a3f1-07b8-4240-b4bf-615326635058	US	779343	A. D. E. Elmer	1909	5		-- May 1909	Philippines	Davao del Sur		Todaya, Mt. Apo.		Litsea segregata
00099378	unstained	http://n2t.net/ark:/65665/351c6c5d5-8220-4ed3-aa5b-aead37a82fa6	http://n2t.net/ark:/65665/m3861cd2d3-9d0e-4a30-86b2-8846dffa36b5	US	1237741	A. D. E. Elmer	1917	6		-- Jun 1917 to  -- Jul 1917	Philippines	Laguna		Los Banos (Mt. Maquiling).		Litsea urdanetensis
00099379	unstained	http://n2t.net/ark:/65665/38c82dc46-1d12-49c7-a199-0377c5a150c7	http://n2t.net/ark:/65665/m371ebd125-aee7-4be1-825f-07665d8a7d55	US	894787	A. D. E. Elmer	1912	10			Philippines	Agusan del Norte		Cabadbaran (Mt. Urdaneta), Province of Agusan		Litsea velutina
00099383	unstained	http://n2t.net/ark:/65665/38d6d0a94-dab0-4ee6-be4c-3668a1dbf131	http://n2t.net/ark:/65665/m3e6e90e10-81b9-4415-97d5-4a4b51fd47e0	US	1427730	J. Clemens & M. S. Clemens				-- --- ----	Vietnam			Annan, Mt. Bani, 25 km. from Da Nang.		Litsea viridis var. clemensii
